Name;Station;Time(norwegian mean time);Air temperature;Precipitation (1 h)
Svalbard Lufthavn;SN99840;03.11.2023 02:00;-8.9;0
Svalbard Lufthavn;SN99840;03.11.2023 03:00;-8.5;0
Svalbard Lufthavn;SN99840;03.11.2023 04:00;-8.5;0
Svalbard Lufthavn;SN99840;03.11.2023 05:00;-8.3;0
Svalbard Lufthavn;SN99840;03.11.2023 06:00;-8.2;0
Svalbard Lufthavn;SN99840;03.11.2023 07:00;-8.2;0
Svalbard Lufthavn;SN99840;03.11.2023 08:00;-8.7;0
Svalbard Lufthavn;SN99840;03.11.2023 09:00;-8.5;0
Svalbard Lufthavn;SN99840;03.11.2023 10:00;-8.3;0
Svalbard Lufthavn;SN99840;03.11.2023 11:00;-8.4;0
Svalbard Lufthavn;SN99840;03.11.2023 12:00;-8;0
Svalbard Lufthavn;SN99840;03.11.2023 13:00;-7.8;0
Svalbard Lufthavn;SN99840;03.11.2023 14:00;-7.8;0.1
Svalbard Lufthavn;SN99840;03.11.2023 15:00;-7.3;0
Svalbard Lufthavn;SN99840;03.11.2023 16:00;-7.2;0
Svalbard Lufthavn;SN99840;03.11.2023 17:00;-7.4;0
Svalbard Lufthavn;SN99840;03.11.2023 18:00;-7.3;0
Svalbard Lufthavn;SN99840;03.11.2023 19:00;-6.8;0
Svalbard Lufthavn;SN99840;03.11.2023 20:00;-6.9;0
Svalbard Lufthavn;SN99840;03.11.2023 21:00;-7.1;0.1
Svalbard Lufthavn;SN99840;03.11.2023 22:00;-7.4;0
Svalbard Lufthavn;SN99840;03.11.2023 23:00;-7.3;0
Svalbard Lufthavn;SN99840;04.11.2023 00:00;-6.9;0
Svalbard Lufthavn;SN99840;04.11.2023 01:00;-7.4;0
Svalbard Lufthavn;SN99840;04.11.2023 02:00;-7.2;0
Svalbard Lufthavn;SN99840;04.11.2023 03:00;-6.9;0
Svalbard Lufthavn;SN99840;04.11.2023 04:00;-7.3;0
Svalbard Lufthavn;SN99840;04.11.2023 05:00;-7;0
Svalbard Lufthavn;SN99840;04.11.2023 06:00;-7.3;0
Svalbard Lufthavn;SN99840;04.11.2023 07:00;-6.9;0
Svalbard Lufthavn;SN99840;04.11.2023 08:00;-7.1;0
Svalbard Lufthavn;SN99840;04.11.2023 09:00;-7.5;0
Svalbard Lufthavn;SN99840;04.11.2023 10:00;-7.7;0
Svalbard Lufthavn;SN99840;04.11.2023 11:00;-8.1;0
Svalbard Lufthavn;SN99840;04.11.2023 12:00;-8.2;0
Svalbard Lufthavn;SN99840;04.11.2023 13:00;-8.3;0
Svalbard Lufthavn;SN99840;04.11.2023 14:00;-8.4;0
Svalbard Lufthavn;SN99840;04.11.2023 15:00;-8.7;0
Svalbard Lufthavn;SN99840;04.11.2023 16:00;-8.8;0
Svalbard Lufthavn;SN99840;04.11.2023 17:00;-8.9;0
Svalbard Lufthavn;SN99840;04.11.2023 18:00;-9.3;0
Svalbard Lufthavn;SN99840;04.11.2023 19:00;-10.3;0
Svalbard Lufthavn;SN99840;04.11.2023 20:00;-9.5;0
Svalbard Lufthavn;SN99840;04.11.2023 21:00;-9.9;0
Svalbard Lufthavn;SN99840;04.11.2023 22:00;-9.1;0
Svalbard Lufthavn;SN99840;04.11.2023 23:00;-9.2;0
Svalbard Lufthavn;SN99840;05.11.2023 00:00;-9.1;0
Svalbard Lufthavn;SN99840;05.11.2023 01:00;-9;0
Svalbard Lufthavn;SN99840;05.11.2023 02:00;-9.1;0
Svalbard Lufthavn;SN99840;05.11.2023 03:00;-9;0
Svalbard Lufthavn;SN99840;05.11.2023 04:00;-9.1;0.1
Svalbard Lufthavn;SN99840;05.11.2023 05:00;-9.4;0.2
Svalbard Lufthavn;SN99840;05.11.2023 06:00;-9.6;0.1
Svalbard Lufthavn;SN99840;05.11.2023 07:00;-9.5;0.3
Svalbard Lufthavn;SN99840;05.11.2023 08:00;-9.3;0.2
Svalbard Lufthavn;SN99840;05.11.2023 09:00;-9.3;0.1
Svalbard Lufthavn;SN99840;05.11.2023 10:00;-9.4;0.3
Svalbard Lufthavn;SN99840;05.11.2023 11:00;-9.6;0.1
Svalbard Lufthavn;SN99840;05.11.2023 12:00;-9.7;0.2
Svalbard Lufthavn;SN99840;05.11.2023 13:00;-9.9;0
Svalbard Lufthavn;SN99840;05.11.2023 14:00;-10.5;0
Svalbard Lufthavn;SN99840;05.11.2023 15:00;-11;0
Svalbard Lufthavn;SN99840;05.11.2023 16:00;-11.2;0
Svalbard Lufthavn;SN99840;05.11.2023 17:00;-10.9;0
Svalbard Lufthavn;SN99840;05.11.2023 18:00;-11.8;0
Svalbard Lufthavn;SN99840;05.11.2023 19:00;-11.8;0
Svalbard Lufthavn;SN99840;05.11.2023 20:00;-12.3;0
Svalbard Lufthavn;SN99840;05.11.2023 21:00;-11.7;0
Svalbard Lufthavn;SN99840;05.11.2023 22:00;-12.5;0
Svalbard Lufthavn;SN99840;05.11.2023 23:00;-13.1;0
Svalbard Lufthavn;SN99840;06.11.2023 00:00;-13.2;0
Svalbard Lufthavn;SN99840;06.11.2023 01:00;-13.6;0
Svalbard Lufthavn;SN99840;06.11.2023 02:00;-15;0
Svalbard Lufthavn;SN99840;06.11.2023 03:00;-14.2;0
Svalbard Lufthavn;SN99840;06.11.2023 04:00;-14.3;0
Svalbard Lufthavn;SN99840;06.11.2023 05:00;-12.8;0
Svalbard Lufthavn;SN99840;06.11.2023 06:00;-13.4;0
Svalbard Lufthavn;SN99840;06.11.2023 07:00;-14;0
Svalbard Lufthavn;SN99840;06.11.2023 08:00;-14.4;0
Svalbard Lufthavn;SN99840;06.11.2023 09:00;-15.3;0
Svalbard Lufthavn;SN99840;06.11.2023 10:00;-15;0
Svalbard Lufthavn;SN99840;06.11.2023 11:00;-15.6;0
Svalbard Lufthavn;SN99840;06.11.2023 12:00;-15.2;0
Svalbard Lufthavn;SN99840;06.11.2023 13:00;-15.1;0
Svalbard Lufthavn;SN99840;06.11.2023 14:00;-14.5;0
Svalbard Lufthavn;SN99840;06.11.2023 15:00;-14.1;0
Svalbard Lufthavn;SN99840;06.11.2023 16:00;-12.8;0
Svalbard Lufthavn;SN99840;06.11.2023 17:00;-14.1;0
Svalbard Lufthavn;SN99840;06.11.2023 18:00;-13.8;0
Svalbard Lufthavn;SN99840;06.11.2023 19:00;-13.7;0
Svalbard Lufthavn;SN99840;06.11.2023 20:00;-15.2;0
Svalbard Lufthavn;SN99840;06.11.2023 21:00;-13.8;0
Svalbard Lufthavn;SN99840;06.11.2023 22:00;-12.8;0
Svalbard Lufthavn;SN99840;06.11.2023 23:00;-12.8;0
Svalbard Lufthavn;SN99840;07.11.2023 00:00;-12.5;0
Svalbard Lufthavn;SN99840;07.11.2023 01:00;-12.6;0
Svalbard Lufthavn;SN99840;07.11.2023 02:00;-12.2;0
Svalbard Lufthavn;SN99840;07.11.2023 03:00;-11.7;0
Svalbard Lufthavn;SN99840;07.11.2023 04:00;-11.6;0
Svalbard Lufthavn;SN99840;07.11.2023 05:00;-10.9;0
Svalbard Lufthavn;SN99840;07.11.2023 06:00;-10.6;0
Svalbard Lufthavn;SN99840;07.11.2023 07:00;-12.5;0
Svalbard Lufthavn;SN99840;07.11.2023 08:00;-12.2;0
Svalbard Lufthavn;SN99840;07.11.2023 09:00;-12.6;0
Svalbard Lufthavn;SN99840;07.11.2023 10:00;-12.8;0
Svalbard Lufthavn;SN99840;07.11.2023 11:00;-13;0
Svalbard Lufthavn;SN99840;07.11.2023 12:00;-12.5;0
Svalbard Lufthavn;SN99840;07.11.2023 13:00;-13.1;0
Svalbard Lufthavn;SN99840;07.11.2023 14:00;-13.6;0
Svalbard Lufthavn;SN99840;07.11.2023 15:00;-13.4;0
Svalbard Lufthavn;SN99840;07.11.2023 16:00;-13.1;0
Svalbard Lufthavn;SN99840;07.11.2023 17:00;-12.5;0
Svalbard Lufthavn;SN99840;07.11.2023 18:00;-13.1;0
Svalbard Lufthavn;SN99840;07.11.2023 19:00;-12.4;0
Svalbard Lufthavn;SN99840;07.11.2023 20:00;-12.3;0
Svalbard Lufthavn;SN99840;07.11.2023 21:00;-11.3;0
Svalbard Lufthavn;SN99840;07.11.2023 22:00;-10.9;0
Svalbard Lufthavn;SN99840;07.11.2023 23:00;-10.1;0
Svalbard Lufthavn;SN99840;08.11.2023 00:00;-9.3;0
Svalbard Lufthavn;SN99840;08.11.2023 01:00;-9;0
Svalbard Lufthavn;SN99840;08.11.2023 02:00;-7.9;0.1
Svalbard Lufthavn;SN99840;08.11.2023 03:00;-7.1;0.4
Svalbard Lufthavn;SN99840;08.11.2023 04:00;-6.5;0.6
Svalbard Lufthavn;SN99840;08.11.2023 05:00;-5.9;0.1
Svalbard Lufthavn;SN99840;08.11.2023 06:00;-5.6;0
Svalbard Lufthavn;SN99840;08.11.2023 07:00;-7.1;0
Svalbard Lufthavn;SN99840;08.11.2023 08:00;-5.8;0
Svalbard Lufthavn;SN99840;08.11.2023 09:00;-4.2;0
Svalbard Lufthavn;SN99840;08.11.2023 10:00;-3.2;0
Svalbard Lufthavn;SN99840;08.11.2023 11:00;-2.7;0
Svalbard Lufthavn;SN99840;08.11.2023 12:00;-3.2;0
Svalbard Lufthavn;SN99840;08.11.2023 13:00;-3;0
Svalbard Lufthavn;SN99840;08.11.2023 14:00;-4.8;0
Svalbard Lufthavn;SN99840;08.11.2023 15:00;-4;0
Svalbard Lufthavn;SN99840;08.11.2023 16:00;-4.7;0
Svalbard Lufthavn;SN99840;08.11.2023 17:00;-4;0
Svalbard Lufthavn;SN99840;08.11.2023 18:00;-3.5;0
Svalbard Lufthavn;SN99840;08.11.2023 19:00;-3.1;0
Svalbard Lufthavn;SN99840;08.11.2023 20:00;-3.4;0
Svalbard Lufthavn;SN99840;08.11.2023 21:00;-3.4;0
Svalbard Lufthavn;SN99840;08.11.2023 22:00;-2.5;0
Svalbard Lufthavn;SN99840;08.11.2023 23:00;-2.8;0
Svalbard Lufthavn;SN99840;09.11.2023 00:00;-2.9;0
Svalbard Lufthavn;SN99840;09.11.2023 01:00;-3.1;0
Svalbard Lufthavn;SN99840;09.11.2023 02:00;-2.7;0
Svalbard Lufthavn;SN99840;09.11.2023 03:00;-2.9;0
Svalbard Lufthavn;SN99840;09.11.2023 04:00;-2.6;0.3
Svalbard Lufthavn;SN99840;09.11.2023 05:00;-2.3;0
Svalbard Lufthavn;SN99840;09.11.2023 06:00;-2.3;0
Svalbard Lufthavn;SN99840;09.11.2023 07:00;-2.9;0.2
Svalbard Lufthavn;SN99840;09.11.2023 08:00;-3.7;0.3
Svalbard Lufthavn;SN99840;09.11.2023 09:00;-3.6;0.2
Svalbard Lufthavn;SN99840;09.11.2023 10:00;-2.9;0.1
Svalbard Lufthavn;SN99840;09.11.2023 11:00;-3.2;0.3
Svalbard Lufthavn;SN99840;09.11.2023 12:00;-3.5;0.1
Svalbard Lufthavn;SN99840;09.11.2023 13:00;-3.3;0
Svalbard Lufthavn;SN99840;09.11.2023 14:00;-2.6;0.3
Svalbard Lufthavn;SN99840;09.11.2023 15:00;-2.9;0.3
Svalbard Lufthavn;SN99840;09.11.2023 16:00;-2.6;0.4
Svalbard Lufthavn;SN99840;09.11.2023 17:00;-2.2;0.4
Svalbard Lufthavn;SN99840;09.11.2023 18:00;-2.3;0.3
Svalbard Lufthavn;SN99840;09.11.2023 19:00;-2.3;0.1
Svalbard Lufthavn;SN99840;09.11.2023 20:00;-2.3;0
Svalbard Lufthavn;SN99840;09.11.2023 21:00;-3;0
Svalbard Lufthavn;SN99840;09.11.2023 22:00;-3.5;0
Svalbard Lufthavn;SN99840;09.11.2023 23:00;-3.9;0
Svalbard Lufthavn;SN99840;10.11.2023 00:00;-4.7;0
Svalbard Lufthavn;SN99840;10.11.2023 01:00;-4.6;0
Svalbard Lufthavn;SN99840;10.11.2023 02:00;-5.4;0
Svalbard Lufthavn;SN99840;10.11.2023 03:00;-5;0
Svalbard Lufthavn;SN99840;10.11.2023 04:00;-5.1;0
Svalbard Lufthavn;SN99840;10.11.2023 05:00;-6;0
Svalbard Lufthavn;SN99840;10.11.2023 06:00;-5.8;0
Svalbard Lufthavn;SN99840;10.11.2023 07:00;-5.8;0
Svalbard Lufthavn;SN99840;10.11.2023 08:00;-6.6;0
Svalbard Lufthavn;SN99840;10.11.2023 09:00;-6.9;0.2
Svalbard Lufthavn;SN99840;10.11.2023 10:00;-6.9;0
Svalbard Lufthavn;SN99840;10.11.2023 11:00;-7.5;0
Svalbard Lufthavn;SN99840;10.11.2023 12:00;-7.6;0
Svalbard Lufthavn;SN99840;10.11.2023 13:00;-7.2;0
Svalbard Lufthavn;SN99840;10.11.2023 14:00;-7.2;0
Svalbard Lufthavn;SN99840;10.11.2023 15:00;-7.7;0
Svalbard Lufthavn;SN99840;10.11.2023 16:00;-7.6;0
Svalbard Lufthavn;SN99840;10.11.2023 17:00;-8;0
Svalbard Lufthavn;SN99840;10.11.2023 18:00;-8;0
Svalbard Lufthavn;SN99840;10.11.2023 19:00;-8.2;0
Svalbard Lufthavn;SN99840;10.11.2023 20:00;-8.5;0
Svalbard Lufthavn;SN99840;10.11.2023 21:00;-9.7;0
Svalbard Lufthavn;SN99840;10.11.2023 22:00;-9.6;0
Svalbard Lufthavn;SN99840;10.11.2023 23:00;-9.4;0
Svalbard Lufthavn;SN99840;11.11.2023 00:00;-9.9;0
Svalbard Lufthavn;SN99840;11.11.2023 01:00;-11;0
Svalbard Lufthavn;SN99840;11.11.2023 02:00;-10.5;0
Svalbard Lufthavn;SN99840;11.11.2023 03:00;-10.4;0
Svalbard Lufthavn;SN99840;11.11.2023 04:00;-9.8;0
Svalbard Lufthavn;SN99840;11.11.2023 05:00;-10;0
Svalbard Lufthavn;SN99840;11.11.2023 06:00;-9.6;0
Svalbard Lufthavn;SN99840;11.11.2023 07:00;-9.2;0
Svalbard Lufthavn;SN99840;11.11.2023 08:00;-8.7;0
Svalbard Lufthavn;SN99840;11.11.2023 09:00;-8.3;0
Svalbard Lufthavn;SN99840;11.11.2023 10:00;-8.6;0
Svalbard Lufthavn;SN99840;11.11.2023 11:00;-8.6;0
Svalbard Lufthavn;SN99840;11.11.2023 12:00;-8.9;0
Svalbard Lufthavn;SN99840;11.11.2023 13:00;-8.2;0
Svalbard Lufthavn;SN99840;11.11.2023 14:00;-8.9;0
Svalbard Lufthavn;SN99840;11.11.2023 15:00;-7.3;0
Svalbard Lufthavn;SN99840;11.11.2023 16:00;-6.4;0
Svalbard Lufthavn;SN99840;11.11.2023 17:00;-6;0
Svalbard Lufthavn;SN99840;11.11.2023 18:00;-5.3;0
Svalbard Lufthavn;SN99840;11.11.2023 19:00;-5.5;0
Svalbard Lufthavn;SN99840;11.11.2023 20:00;-4.7;0
Svalbard Lufthavn;SN99840;11.11.2023 21:00;-4;0
Svalbard Lufthavn;SN99840;11.11.2023 22:00;-2.4;0
Svalbard Lufthavn;SN99840;11.11.2023 23:00;-2;0
Svalbard Lufthavn;SN99840;12.11.2023 00:00;-2.3;0
Svalbard Lufthavn;SN99840;12.11.2023 01:00;-2.7;0.3
Svalbard Lufthavn;SN99840;12.11.2023 02:00;-3.6;0.8
Svalbard Lufthavn;SN99840;12.11.2023 03:00;-4.1;0.3
Svalbard Lufthavn;SN99840;12.11.2023 04:00;-4.2;0
Svalbard Lufthavn;SN99840;12.11.2023 05:00;-4.6;0.2
Svalbard Lufthavn;SN99840;12.11.2023 06:00;-4.7;0.2
Svalbard Lufthavn;SN99840;12.11.2023 07:00;-4.9;0
Svalbard Lufthavn;SN99840;12.11.2023 08:00;-5.3;0
Svalbard Lufthavn;SN99840;12.11.2023 09:00;-4.2;0
Svalbard Lufthavn;SN99840;12.11.2023 10:00;-3.7;0
Svalbard Lufthavn;SN99840;12.11.2023 11:00;-4.9;0
Svalbard Lufthavn;SN99840;12.11.2023 12:00;-3.2;0
Svalbard Lufthavn;SN99840;12.11.2023 13:00;-3.3;0.1
Svalbard Lufthavn;SN99840;12.11.2023 14:00;-3.7;0.1
Svalbard Lufthavn;SN99840;12.11.2023 15:00;-4;0
Svalbard Lufthavn;SN99840;12.11.2023 16:00;-3.7;0
Svalbard Lufthavn;SN99840;12.11.2023 17:00;-3.4;0
Svalbard Lufthavn;SN99840;12.11.2023 18:00;-2.4;0
Svalbard Lufthavn;SN99840;12.11.2023 19:00;-2.6;0
Svalbard Lufthavn;SN99840;12.11.2023 20:00;-1.1;0
Svalbard Lufthavn;SN99840;12.11.2023 21:00;-2;0
Svalbard Lufthavn;SN99840;12.11.2023 22:00;-2.7;0.4
Svalbard Lufthavn;SN99840;12.11.2023 23:00;-3.5;0.4
Svalbard Lufthavn;SN99840;13.11.2023 00:00;-3.8;0
Svalbard Lufthavn;SN99840;13.11.2023 01:00;-4;0
Svalbard Lufthavn;SN99840;13.11.2023 02:00;-5;0
Svalbard Lufthavn;SN99840;13.11.2023 03:00;-5.7;0
Svalbard Lufthavn;SN99840;13.11.2023 04:00;-6.5;0
Svalbard Lufthavn;SN99840;13.11.2023 05:00;-7.1;0
Svalbard Lufthavn;SN99840;13.11.2023 06:00;-7.2;0
Svalbard Lufthavn;SN99840;13.11.2023 07:00;-7.3;0
Svalbard Lufthavn;SN99840;13.11.2023 08:00;-7.4;0
Svalbard Lufthavn;SN99840;13.11.2023 09:00;-7.6;0
Svalbard Lufthavn;SN99840;13.11.2023 10:00;-7.7;0
Svalbard Lufthavn;SN99840;13.11.2023 11:00;-7.9;0
Svalbard Lufthavn;SN99840;13.11.2023 12:00;-8;0
Svalbard Lufthavn;SN99840;13.11.2023 13:00;-8.1;0
Svalbard Lufthavn;SN99840;13.11.2023 14:00;-10.1;0
Svalbard Lufthavn;SN99840;13.11.2023 15:00;-9.8;0
Svalbard Lufthavn;SN99840;13.11.2023 16:00;-9.8;0
Svalbard Lufthavn;SN99840;13.11.2023 17:00;-10.5;0
Svalbard Lufthavn;SN99840;13.11.2023 18:00;-11;0
Svalbard Lufthavn;SN99840;13.11.2023 19:00;-11;0
Svalbard Lufthavn;SN99840;13.11.2023 20:00;-11.6;0
Svalbard Lufthavn;SN99840;13.11.2023 21:00;-9.7;0
Svalbard Lufthavn;SN99840;13.11.2023 22:00;-9.8;0
Svalbard Lufthavn;SN99840;13.11.2023 23:00;-9.7;0
Svalbard Lufthavn;SN99840;14.11.2023 00:00;-10;0
Svalbard Lufthavn;SN99840;14.11.2023 01:00;-9.9;0
Svalbard Lufthavn;SN99840;14.11.2023 02:00;-9.9;0
Svalbard Lufthavn;SN99840;14.11.2023 03:00;-10.1;0
Svalbard Lufthavn;SN99840;14.11.2023 04:00;-11;0
Svalbard Lufthavn;SN99840;14.11.2023 05:00;-11.2;0
Svalbard Lufthavn;SN99840;14.11.2023 06:00;-11.1;0
Svalbard Lufthavn;SN99840;14.11.2023 07:00;-11.6;0
Svalbard Lufthavn;SN99840;14.11.2023 08:00;-11.3;0
Svalbard Lufthavn;SN99840;14.11.2023 09:00;-11.8;0
Svalbard Lufthavn;SN99840;14.11.2023 10:00;-10.6;0
Svalbard Lufthavn;SN99840;14.11.2023 11:00;-10.6;0
Svalbard Lufthavn;SN99840;14.11.2023 12:00;-10.7;0
Svalbard Lufthavn;SN99840;14.11.2023 13:00;-10.9;0
Svalbard Lufthavn;SN99840;14.11.2023 14:00;-10.9;0
Svalbard Lufthavn;SN99840;14.11.2023 15:00;-11;0
Svalbard Lufthavn;SN99840;14.11.2023 16:00;-11.1;0
Svalbard Lufthavn;SN99840;14.11.2023 17:00;-11.2;0
Svalbard Lufthavn;SN99840;14.11.2023 18:00;-11.4;0
Svalbard Lufthavn;SN99840;14.11.2023 19:00;-11.3;0
Svalbard Lufthavn;SN99840;14.11.2023 20:00;-11.3;0
Svalbard Lufthavn;SN99840;14.11.2023 21:00;-11.4;0
Svalbard Lufthavn;SN99840;14.11.2023 22:00;-11.5;0
Svalbard Lufthavn;SN99840;14.11.2023 23:00;-11.9;0
Svalbard Lufthavn;SN99840;15.11.2023 00:00;-12.2;0
Svalbard Lufthavn;SN99840;15.11.2023 01:00;-12.4;0
Svalbard Lufthavn;SN99840;15.11.2023 02:00;-12.6;0
Svalbard Lufthavn;SN99840;15.11.2023 03:00;-12.4;0
Svalbard Lufthavn;SN99840;15.11.2023 04:00;-12.5;0
Svalbard Lufthavn;SN99840;15.11.2023 05:00;-12.5;0
Svalbard Lufthavn;SN99840;15.11.2023 06:00;-13.1;0
Svalbard Lufthavn;SN99840;15.11.2023 07:00;-14.2;0
Svalbard Lufthavn;SN99840;15.11.2023 08:00;-14.5;0
Svalbard Lufthavn;SN99840;15.11.2023 09:00;-14.9;0
Svalbard Lufthavn;SN99840;15.11.2023 10:00;-14.3;0
Svalbard Lufthavn;SN99840;15.11.2023 11:00;-16.1;0
Svalbard Lufthavn;SN99840;15.11.2023 12:00;-15.7;0
Svalbard Lufthavn;SN99840;15.11.2023 13:00;-15.6;0
Svalbard Lufthavn;SN99840;15.11.2023 14:00;-16.2;0
Svalbard Lufthavn;SN99840;15.11.2023 15:00;-16.2;0
Svalbard Lufthavn;SN99840;15.11.2023 16:00;-16.6;0
Svalbard Lufthavn;SN99840;15.11.2023 17:00;-15.8;0
Svalbard Lufthavn;SN99840;15.11.2023 18:00;-16.7;0
Svalbard Lufthavn;SN99840;15.11.2023 19:00;-16.5;0
Svalbard Lufthavn;SN99840;15.11.2023 20:00;-17.5;0
Svalbard Lufthavn;SN99840;15.11.2023 21:00;-17.3;0
Svalbard Lufthavn;SN99840;15.11.2023 22:00;-17.3;0
Svalbard Lufthavn;SN99840;15.11.2023 23:00;-17.9;0
Svalbard Lufthavn;SN99840;16.11.2023 00:00;-17.5;0
Svalbard Lufthavn;SN99840;16.11.2023 01:00;-17.2;0
Svalbard Lufthavn;SN99840;16.11.2023 02:00;-17.8;0
Svalbard Lufthavn;SN99840;16.11.2023 03:00;-17.7;0
Svalbard Lufthavn;SN99840;16.11.2023 04:00;-17.7;0
Svalbard Lufthavn;SN99840;16.11.2023 05:00;-15.7;0
Svalbard Lufthavn;SN99840;16.11.2023 06:00;-13.3;0
Svalbard Lufthavn;SN99840;16.11.2023 07:00;-11.5;0
Svalbard Lufthavn;SN99840;16.11.2023 08:00;-10.9;0
Svalbard Lufthavn;SN99840;16.11.2023 09:00;-11;0
Svalbard Lufthavn;SN99840;16.11.2023 10:00;-11.1;0
Svalbard Lufthavn;SN99840;16.11.2023 11:00;-10.7;0
Svalbard Lufthavn;SN99840;16.11.2023 12:00;-10.4;0
Svalbard Lufthavn;SN99840;16.11.2023 13:00;-10.3;0
Svalbard Lufthavn;SN99840;16.11.2023 14:00;-11;0
Svalbard Lufthavn;SN99840;16.11.2023 15:00;-11.1;0
Svalbard Lufthavn;SN99840;16.11.2023 16:00;-11.2;0
Svalbard Lufthavn;SN99840;16.11.2023 17:00;-11.5;0
Svalbard Lufthavn;SN99840;16.11.2023 18:00;-11.6;0
Svalbard Lufthavn;SN99840;16.11.2023 19:00;-11.2;0
Svalbard Lufthavn;SN99840;16.11.2023 20:00;-12.6;0
Svalbard Lufthavn;SN99840;16.11.2023 21:00;-12.7;0
Svalbard Lufthavn;SN99840;16.11.2023 22:00;-12.7;0
Svalbard Lufthavn;SN99840;16.11.2023 23:00;-13.1;0
Svalbard Lufthavn;SN99840;17.11.2023 00:00;-12.5;0
Svalbard Lufthavn;SN99840;17.11.2023 01:00;-11.2;0
Svalbard Lufthavn;SN99840;17.11.2023 02:00;-11.5;0
Svalbard Lufthavn;SN99840;17.11.2023 03:00;-13.2;0
Svalbard Lufthavn;SN99840;17.11.2023 04:00;-12.9;0
Svalbard Lufthavn;SN99840;17.11.2023 05:00;-12.5;0
Svalbard Lufthavn;SN99840;17.11.2023 06:00;-12.1;0
Svalbard Lufthavn;SN99840;17.11.2023 07:00;-12.2;0
Svalbard Lufthavn;SN99840;17.11.2023 08:00;-12.2;0
Svalbard Lufthavn;SN99840;17.11.2023 09:00;-12.3;0
Svalbard Lufthavn;SN99840;17.11.2023 10:00;-12.1;0
Svalbard Lufthavn;SN99840;17.11.2023 11:00;-12.5;0
Svalbard Lufthavn;SN99840;17.11.2023 12:00;-12.1;0
Svalbard Lufthavn;SN99840;17.11.2023 13:00;-12.8;0
Svalbard Lufthavn;SN99840;17.11.2023 14:00;-13;0
